City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
118,ayan,56.45,138.1667,248.25,73,100,5.05,RU,1675100101
119,hamilton,39.1834,-84.5333,274.62,94,100,4.12,US,1675099813
120,zhuhai,22.2769,113.5678,289.18,72,0,3.6,CN,1675100102
121,beringovskiy,63.05,179.3167,267.48,99,88,3.72,RU,1675100103
122,port hardy,50.6996,-127.4199,270.25,100,75,0.0,CA,1675099823
123,saint-augustin,51.226,-58.6502,263.23,80,98,3.89,CA,1675100103
124,liverpool,53.4106,-2.9779,280.73,86,40,5.14,GB,1675099962
125,cayenne,4.9333,-52.3333,302.17,70,75,6.69,GF,1675100104
126,sembe,1.6481,14.5806,295.81,86,99,1.98,CG,1675100105
127,mount isa,-20.7333,139.5,299.02,89,75,3.6,AU,1675100105
128,mahebourg,-20.4081,57.7,299.31,89,40,1.54,MU,1675100106
129,sao filipe,14.8961,-24.4956,295.11,67,57,4.32,CV,1675100106
130,clyde river,70.4692,-68.5914,243.28,69,40,5.66,CA,1675100107
131,port alfred,-33.5906,26.891,292.69,92,95,2.68,ZA,1675100108
132,saskylakh,71.9167,114.0833,228.81,100,64,1.03,RU,1675100108
133,itarema,-2.9248,-39.9167,303.12,60,37,5.25,BR,1675100109
134,nacala,-14.5428,40.6728,300.77,83,40,3.09,MZ,1675100109
135,tibiao,11.2915,122.0354,298.36,86,100,3.13,PH,1675100110
136,charters towers,-20.1,146.2667,297.06,81,100,3.83,AU,1675100110
137,asyut,27.181,31.1837,290.2,33,9,5.35,EG,1675100111
138,lavrentiya,65.5833,-171.0,271.23,98,100,4.28,RU,1675100111
139,mangaluru,12.8667,74.8833,299.63,73,20,1.54,IN,1675100112
140,kiruna,67.8557,20.2251,264.66,86,79,4.12,SE,1675100112
141,krasnoarmeysk,51.0239,45.6969,270.42,94,96,4.88,RU,1675100113
142,baglan,36.1307,68.7083,277.13,77,100,0.51,AF,1675100113
143,solnechnyy,50.7214,136.6319,243.68,95,47,1.81,RU,1675100114
144,sao joao da barra,-21.6403,-41.0511,302.2,82,99,8.3,BR,1675100115
145,lazaro cardenas,17.9583,-102.2,301.39,55,0,3.0,MX,1675100115
146,markova,48.6758,24.4138,271.42,59,100,3.36,UA,1675100116
147,yar-sale,66.8333,70.8333,254.29,98,100,3.21,RU,1675100116
148,kavieng,-2.5744,150.7967,300.27,79,100,2.8,PG,1675100117
149,dovers,12.8833,-61.1833,299.92,69,5,5.22,VC,1675100117
150,hokitika,-42.7167,170.9667,291.67,91,100,1.19,NZ,1675100118
151,pisco,-13.7,-76.2167,298.18,73,0,4.12,PE,1675100118
152,tilichiki,60.4667,166.1,261.06,92,81,4.02,RU,1675100119
153,sabang,5.8933,95.3214,299.99,82,74,7.64,ID,1675100120
154,turcianske teplice,48.8623,18.8605,273.91,91,100,4.45,SK,1675100120
155,arlit,18.7369,7.3853,294.17,4,83,3.36,NE,1675100120
156,kodiak,57.79,-152.4072,276.88,100,100,4.63,US,1675100075
157,atar,20.5169,-13.0499,297.41,16,61,4.57,MR,1675100121
158,itapaci,-14.9508,-49.5494,299.39,76,91,0.64,BR,1675100123
159,tuatapere,-46.1333,167.6833,287.76,94,92,1.66,NZ,1675100123
160,arraial do cabo,-22.9661,-42.0278,304.13,58,40,8.75,BR,1675100124
161,rybnoye,54.7256,39.5119,270.94,85,100,7.84,RU,1675100125
162,celestun,20.8667,-90.4,301.39,61,6,3.1,MX,1675100125
163,sioux lookout,50.1001,-91.917,247.19,70,0,4.12,CA,1675100126
164,rocha,-34.4833,-54.3333,299.95,63,62,5.26,UY,1675099946
165,ewa beach,21.3156,-158.0072,296.12,76,40,4.12,US,1675100126
166,mogadishu,2.0371,45.3438,298.32,81,5,9.66,SO,1675100127
167,mao,39.8885,4.2658,282.46,66,20,2.57,ES,1675100128
168,bossier city,32.516,-93.7321,278.42,93,100,5.14,US,1675100128
169,cabedelo,-6.9811,-34.8339,304.52,60,25,6.53,BR,1675100129
170,ponta delgada,37.7333,-25.6667,287.55,72,75,4.63,PT,1675100129
171,lengshuitan,26.4111,111.5956,283.08,27,0,1.46,CN,1675100130
172,darmstadt,49.8333,8.6667,278.99,83,90,4.61,DE,1675100130
173,maroantsetra,-15.4333,49.7333,299.74,86,28,1.14,MG,1675100131
174,mwinilunga,-11.7358,24.4293,290.25,95,90,1.23,ZM,1675100065
175,mykolayivka,47.5414,30.7561,270.84,83,1,3.99,UA,1675100131
176,merauke,-8.4667,140.3333,299.53,86,99,1.39,ID,1675100132
177,mpanda,-6.3655,31.0409,293.91,77,31,0.47,TZ,1675100132
178,saint-francois,46.4154,3.9054,275.84,90,100,2.57,FR,1675100133
179,mococa,-21.4678,-47.0047,299.09,77,79,2.6,BR,1675100133
180,leh,34.1667,77.5833,263.88,90,94,1.37,IN,1675100134
181,ponta do sol,32.6667,-17.1,289.66,62,56,2.73,PT,1675100134
182,waingapu,-9.6567,120.2641,299.13,87,100,2.49,ID,1675100135
183,kharovsk,59.9642,40.1912,270.38,95,100,6.11,RU,1675100135
184,maneadero,31.7167,-116.5667,286.54,76,100,4.02,MX,1675100136
185,lompoc,34.6391,-120.4579,282.6,66,66,2.24,US,1675099904
186,mayo,38.8876,-76.5119,288.22,63,100,2.06,US,1675100136
187,maracacume,-2.0428,-45.9592,300.82,75,96,1.61,BR,1675100137
188,hirara,24.8,125.2833,289.93,58,0,5.85,JP,1675100137
189,meridian,43.6121,-116.3915,264.77,68,0,3.09,US,1675100040
190,visby,57.6409,18.296,278.27,65,0,10.29,SE,1675100138
191,strezhevoy,60.7333,77.5889,262.17,95,100,3.46,RU,1675100139
192,pasni,25.2631,63.471,293.0,55,0,4.24,PK,1675100139
193,valverde del camino,37.5751,-6.7543,280.31,62,1,2.6,ES,1675100140
194,shimoda,34.6667,138.95,277.1,65,83,5.18,JP,1675100140
195,mayor pablo lagerenza,-19.9309,-60.7718,305.47,48,68,4.38,PY,1675100141
196,upernavik,72.7868,-56.1549,254.65,69,100,1.69,GL,1675100141
197,samarai,-10.6167,150.6667,301.0,79,100,2.37,PG,1675100142
198,fort nelson,58.8053,-122.7002,255.92,85,100,1.54,CA,1675099873
199,buchanan,5.8808,-10.0467,300.47,75,100,3.9,LR,1675100142
200,knysna,-34.0363,23.0471,293.07,75,42,7.14,ZA,1675100143
201,kindu,-2.95,25.95,294.85,93,77,1.07,CD,1675100143
202,alofi,-19.0595,-169.9187,297.09,94,96,1.54,NU,1675100144
203,moa,20.6569,-74.9403,300.41,61,23,6.73,CU,1675100144
204,cabo san lucas,22.8909,-109.9124,296.82,68,20,2.06,MX,1675099894
205,san luis,-33.295,-66.3356,304.15,37,18,5.85,AR,1675100145
206,amapa,1.0,-52.0,299.27,89,70,1.05,BR,1675100146
207,neuquen,-38.9516,-68.0591,308.09,20,0,5.14,AR,1675100146
208,faanui,-16.4833,-151.75,300.12,76,100,5.65,PF,1675100147
209,sampit,-2.5333,112.95,296.61,99,100,1.01,ID,1675100147
210,tiksi,71.6872,128.8694,240.58,99,94,1.43,RU,1675100148
211,manjacaze,-24.7117,33.8828,296.83,83,49,3.89,MZ,1675100148
212,vostok,46.4856,135.8833,245.84,98,99,2.42,RU,1675100148
213,lulea,65.5842,22.1547,267.19,93,75,5.66,SE,1675100149
214,narsaq,60.9167,-46.05,265.27,78,98,2.79,GL,1675100149
215,husavik,66.0449,-17.3389,265.35,87,100,5.25,IS,1675100150
216,katsuura,35.1333,140.3,276.75,47,63,5.24,JP,1675100150
217,williamsburg,37.2707,-76.7075,286.18,89,100,0.45,US,1675100151
218,isangel,-19.55,169.2667,299.15,79,100,0.72,VU,1675100151
219,mansoa,12.0733,-15.3189,308.18,10,68,0.53,GW,1675100152
220,san patricio,28.017,-97.5169,285.07,76,100,6.54,US,1675100152
221,grindavik,63.8424,-22.4338,273.41,100,100,11.83,IS,1675100152
222,cidreira,-30.1811,-50.2056,299.35,70,1,5.32,BR,1675100153
223,chokurdakh,70.6333,147.9167,252.07,98,100,4.67,RU,1675100153
224,yasnyy,51.0333,59.8742,258.36,95,83,2.86,RU,1675100154
225,bathsheba,13.2167,-59.5167,301.49,61,40,8.23,BB,1675100154
226,moncao,42.0789,-8.4808,283.65,76,1,0.88,PT,1675100154
227,kloulklubed,7.0419,134.2556,296.43,79,82,4.27,PW,1675100155
228,mahibadhoo,3.7833,72.9667,300.07,67,74,3.09,MV,1675099998
229,gbarnga,6.9956,-9.4722,302.82,50,85,2.4,LR,1675100156
230,laureles,26.1092,-97.4941,300.17,75,75,5.81,US,1675100156
231,sibolga,1.7427,98.7792,297.27,92,100,1.7,ID,1675100156
232,kyren,51.6828,102.1408,256.02,81,39,1.36,RU,1675100157
233,moose factory,51.2585,-80.6094,250.15,77,75,6.69,CA,1675100157
234,nome,64.5011,-165.4064,272.68,100,100,7.72,US,1675100158
235,deputatskiy,69.3,139.9,247.39,99,100,1.38,RU,1675100158
236,korla,41.7597,86.1469,267.18,59,90,0.73,CN,1675100159
237,pachino,36.7186,15.0907,284.49,69,23,5.08,IT,1675100159
238,serebryanyy bor,56.8,124.8,243.08,99,99,0.55,RU,1675100160
239,alice springs,-23.7,133.8833,294.9,100,100,0.0,AU,1675100160
240,marsh harbour,26.5412,-77.0636,297.76,73,2,4.18,BS,1675100161
241,bilma,18.6853,12.9164,296.61,12,100,3.91,NE,1675100161
242,bam,29.106,58.357,286.72,38,0,2.69,IR,1675100162
243,salalah,17.0151,54.0924,296.2,56,0,1.54,OM,1675100162
244,pevek,69.7008,170.3133,262.89,91,100,0.58,RU,1675100163
245,aykhal,66.0,111.5,239.88,100,100,1.99,RU,1675100164
246,vedasandur,10.5333,77.95,295.76,86,100,1.97,IN,1675100164
247,fort abbas,29.1925,72.8536,287.21,47,0,4.58,PK,1675100165
248,lata,40.1629,-8.3327,279.09,68,0,1.56,PT,1675100165
249,japura,-0.3167,102.35,296.04,99,100,0.69,ID,1675100166
250,okhotsk,59.3833,143.3,254.29,74,100,7.18,RU,1675100166
251,longyearbyen,78.2186,15.6401,256.02,91,58,3.28,SJ,1675100167
252,rajbiraj,26.5333,86.75,291.75,54,44,3.16,NP,1675100167
253,half moon bay,37.4636,-122.4286,281.65,42,0,5.66,US,1675100059
254,san carlos,9.6612,-68.5827,308.1,28,6,0.3,VE,1675100168
255,camacha,33.0833,-16.3333,286.83,58,75,5.14,PT,1675100169
256,ossora,59.2353,163.0719,269.93,90,100,4.39,RU,1675100169
257,alvaraes,-3.2208,-64.8042,305.08,57,84,1.5,BR,1675100170
258,kupang,-10.1667,123.5833,298.52,90,100,1.92,ID,1675100171
259,sobolevo,54.4299,31.8996,271.69,95,100,7.8,RU,1675100172
260,shaunavon,49.6501,-108.4181,257.03,91,100,7.23,CA,1675099884
261,saint-joseph,-21.3667,55.6167,300.36,87,100,1.74,RE,1675099995
262,verkhnyaya inta,65.9811,60.3094,257.85,88,99,3.09,RU,1675100173
263,obera,-27.4871,-55.1199,300.3,62,95,1.5,AR,1675100173
264,assiniboia,49.6334,-105.9845,254.05,65,98,8.75,CA,1675100174
265,kokopo,-4.352,152.2633,299.82,78,100,1.87,PG,1675100174
266,weymouth,42.2209,-70.9398,283.67,63,40,4.12,US,1675100175
267,port lincoln,-34.7333,135.8667,288.43,81,0,3.93,AU,1675100176
268,victoria,22.2855,114.1577,288.92,75,3,4.02,HK,1675100151
269,nigde,37.8333,34.75,272.77,83,61,1.19,TR,1675100177
270,ribeira grande,38.5167,-28.7,289.37,59,40,5.14,PT,1675100177
271,ocean city,39.2776,-74.5746,285.43,67,97,2.06,US,1675100178
272,bauchi,10.5,10.0,301.8,16,17,2.51,NG,1675100178
273,iqaluit,63.7506,-68.5145,241.0,75,75,1.54,CA,1675100178
274,nuuk,64.1835,-51.7216,266.49,93,100,4.12,GL,1675100165
275,novonukutskiy,53.7002,102.7117,263.71,78,100,6.11,RU,1675100179
276,rodeo,38.033,-122.2669,282.36,38,0,3.09,US,1675100180
277,havelock,34.8791,-76.9013,288.12,88,100,2.57,US,1675100180
278,aitape,-3.1374,142.3475,298.34,89,95,2.0,PG,1675100181
279,yanam,16.7333,82.2167,296.42,79,32,2.79,IN,1675100181
280,caravelas,-17.7125,-39.2481,301.99,56,100,4.25,BR,1675100182
281,zhangye,38.9342,100.4517,266.7,56,12,1.78,CN,1675100183
282,bonavista,48.6499,-53.1147,276.33,96,100,9.46,CA,1675100183
283,karratha,-20.7377,116.8463,303.14,59,97,4.17,AU,1675100184
284,chicama,-7.8447,-79.1469,294.45,53,60,5.31,PE,1675100184
285,christchurch,-43.5333,172.6333,291.43,87,99,0.51,NZ,1675099724
286,faya,18.3851,42.4509,288.21,74,55,1.53,SA,1675100185
287,xining,36.6167,101.7667,272.66,22,0,0.33,CN,1675100186
288,belogorsk,50.9158,128.4611,241.08,100,100,2.18,RU,1675100186
289,kaeo,-35.1,173.7833,292.77,96,100,8.03,NZ,1675100187
290,moranbah,-22.0016,148.0466,296.65,80,100,4.45,AU,1675100187
291,mala,-12.6581,-76.6308,297.65,76,98,3.54,PE,1675100188
292,palmer,42.1584,-72.3287,282.95,62,54,0.89,US,1675100189
293,olafsvik,64.8945,-23.7142,271.09,94,100,15.81,IS,1675100189
294,boddam,57.4667,-1.7833,279.36,79,46,4.25,GB,1675100190
295,vestmannaeyjar,63.4427,-20.2734,278.7,70,40,14.4,IS,1675100190
296,boulder,40.0833,-105.3505,264.79,71,75,2.57,US,1675100191
297,ilulissat,69.2167,-51.1,262.16,52,75,5.14,GL,1675100191
298,vilhena,-12.7406,-60.1458,301.27,65,40,5.66,BR,1675100192
299,bethel,41.3712,-73.414,284.27,66,75,2.06,US,1675100192
300,ilebo,-4.3167,20.5833,293.56,93,95,0.95,CD,1675100193
301,aljezur,37.3191,-8.8033,284.32,58,18,2.56,PT,1675100193
302,puerto quijarro,-17.7833,-57.7667,304.57,53,44,3.15,BO,1675100194
303,brownsville,25.9018,-97.4975,299.81,75,75,8.23,US,1675100135
304,blackpool,53.8167,-3.05,280.77,90,20,6.69,GB,1675100195
305,batagay-alyta,67.8006,130.4114,238.48,95,90,1.36,RU,1675100195
306,sur,22.5667,59.5289,293.02,61,0,1.49,OM,1675100196
307,dingle,10.9995,122.6711,296.86,94,99,4.35,PH,1675100197
308,kpandu,6.9954,0.2931,303.79,41,96,1.29,GH,1675100197
309,leningradskiy,69.3833,178.4167,255.3,98,100,4.09,RU,1675100198
310,portland,45.5234,-122.6762,273.38,48,0,4.47,US,1675100085
311,rawatbhata,24.9333,75.5833,289.78,70,3,2.85,IN,1675100198
312,east london,-33.0153,27.9116,293.67,88,100,4.63,ZA,1675100199
313,flinders,-34.5833,150.8552,294.36,87,95,2.68,AU,1675100199
314,luena,-11.7833,19.9167,291.48,92,94,2.06,AO,1675100200
315,yablonovo,50.8523,37.3574,270.19,72,33,5.2,RU,1675100200
316,myhove,48.1575,25.379,271.95,61,100,2.58,UA,1675100201
317,atambua,-9.1061,124.8925,296.86,89,100,0.66,ID,1675100202
318,kongolo,-5.3833,27.0,294.42,95,63,0.01,CD,1675100202
319,sistranda,63.7256,8.834,276.13,68,100,15.39,NO,1675100203
320,san nicolas,18.1725,120.5953,293.86,81,13,4.29,PH,1675100203
321,sinazongwe,-17.2614,27.4618,299.01,78,86,1.42,ZM,1675100204
322,mount gambier,-37.8333,140.7667,284.03,93,0,0.19,AU,1675100204
323,chapais,49.7834,-74.8492,254.03,84,100,3.33,CA,1675100204
324,dauphin,51.1494,-100.0502,252.23,65,0,8.23,CA,1675100086
325,damara,4.9608,18.7035,301.94,35,25,0.85,CF,1675100205
326,pingliang,35.5392,106.6861,273.66,45,1,0.77,CN,1675100205
327,riachao,-7.3619,-46.6172,304.47,38,13,2.38,BR,1675100206
328,benghazi,32.1167,20.0667,287.85,65,21,6.78,LY,1675100206
